"Peak.ID","Chr","Start","End","Strand","Peak.Caller.Combination","Peak.Caller.Overlaps","ChIP.Tag.Count","Control.Tag.Count","Fold.Change","Peak.Center","Number.of.Motifs","negLog10_IDR","IDR","Annotation","Detailed.Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Nearest.Refseq","Nearest.Ensembl","Gene.Name","Gene.Alias","Gene.Description","Gene.Type","negLog10_IDR_MACS2_vs_union","negLog10_IDR_GEM_vs_union","negLog10_IDR_HOMER_vs_union","negLog10_IDR_Genrich_vs_union","negLog10_IDR_SEACR_vs_union","negLog10_IDR_SICER2_vs_union","annot_class","details","SYMBOL"
"chr6:88083846-88086399","chr6",88083846,88086399,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,11,0,11,88084809,0,14.843251,0,"intron ","intron (NM_133933, intron 1 of 9)",649,"NM_133933",103963,NA,"NM_133933","ENSMUSG00000030062","Rpn1","D6Wsu137e|Rpn-1","ribophorin I","protein-coding",3.14595,0.145541,3.505297,3.916248,2.683058,1.447157,"Promoter",NA,"Rpn1"
"chr6:88517610-88519602","chr6",88517610,88519602,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,15,0,15,88518593,0,17.434875,0,"intron ","CpG",194,"NM_016906",53421,NA,"NM_016906","ENSMUSG00000030082","Sec61a1","Sec61a","SEC61 translocon subunit alpha 1","protein-coding",4.454747,0.172025,3.89774,4.349668,3.023588,1.537107,"Promoter",NA,"Sec61a1"
"chr6:88722455-88728440","chr6",88722455,88728440,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,51,0,51,88725574,0,24.489084,0,"intron ","intron (NM_001166250, intron 1 of 3)",743,"NM_001166251",23945,NA,"NM_011844","ENSMUSG00000033174","Mgll","Magl|Mgl","monoglyceride lipase","protein-coding",5,2.43775,5,5,5,2.051334,"Promoter",NA,"Mgll"
"chr6:88840835-88843099","chr6",88840835,88843099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,21,0,21,88842014,0,19.948207,0,"promoter-TSS ","promoter-TSS (NR_045880)",-32,"NR_155424",80283,NA,"NM_030251","ENSMUSG00000030083","Abtb1","BPOZ|EF1ABP","ankyrin repeat and BTB domain containing 1","protein-coding",3.346864,1.814163,4.308512,4.306387,4.129709,2.042572,"Promoter",NA,"Abtb1"
"chr6:88901570-88903906","chr6",88901570,88903906,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,28,1,28,88902504,0,21.968869,0,"intron ","CpG",487,"NM_011906",24100,NA,"NM_011906","ENSMUSG00000002871","Tpra1","40kDa|Gpr175|Tpra40","transmembrane protein, adipocyte asscociated 1","protein-coding",4.520845,2.117849,4.634878,5,4.15526,1.540037,"Promoter",NA,"Tpra1"
"chr6:89360750-89363349","chr6",89360750,89363349,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,31,1,31,89362176,0,22.692118,0,"intron ","CpG",564,"NM_008881",18844,NA,"NM_008881","ENSMUSG00000030084","Plxna1","2600013D04Rik|NOV|PlexA1|Plxn1|mKIAA4053","plexin A1","protein-coding",5,1.892373,4.982894,5,4.23765,1.579201,"Promoter",NA,"Plxna1"
"chr6:89643950-89644879","chr6",89643950,89644879,".","MACS2|GEM|HOMER|Genrich|SICER2",5,17,1,17,89644379,0,14.720208,0,"intron ","CpG",426,"NM_153162",232223,NA,"NM_153162","ENSMUSG00000000811","Txnrd3","TGR|TR2","thioredoxin reductase 3","protein-coding",4.307208,1.734713,3.41637,3.415314,0.379386,1.467217,"Promoter",NA,"Txnrd3"
"chr6:90369100-90372830","chr6",90369100,90372830,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,37,0,37,90370259,0,23.722176,0,"intron ","intron (NM_030260, intron 1 of 5)",1471,"NM_030260",80292,NA,"NM_030260","ENSMUSG00000034430","Zxdc","A930012H20|B930086F11Rik","ZXD family zinc finger C","protein-coding",5,2.104089,5,5,5,1.618087,"Promoter",NA,"Zxdc"
"chr6:90427950-90430699","chr6",90427950,90430699,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,22,1,22,90428819,0,19.691109,0,"promoter-TSS ","promoter-TSS (NM_173775)",-844,"NM_173775",243538,NA,"NM_173775","ENSMUSG00000048794","Cfap100","C030041G11Rik|C230069K22Rik|Ccdc37","cilia and flagella associated protein 100","protein-coding",4.16952,1.687895,4.099747,4.355468,3.348196,2.030283,"Promoter",NA,"Cfap100"
"chr6:90461350-90467549","chr6",90461350,90467549,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,86,0,86,90463294,0,23.406016,0,"intron ","PB1D11|SINE|Alu",1873,"NM_001355668",66277,NA,"NM_023184","ENSMUSG00000030087","Klf15","1810013I09Rik|CKLF|KKLF|hlb444","Kruppel-like transcription factor 15","protein-coding",5,1.910249,5,5,5,1.495767,"Promoter",NA,"Klf15"
"chr6:90549690-90554373","chr6",90549690,90554373,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,76,0,76,90551414,0,23.973144,0,"intron ","intron (NM_027406, intron 1 of 22)",1238,"NM_027406",107747,NA,"NM_027406","ENSMUSG00000030088","Aldh1l1","1810048F20Rik|FDH|Fthfd|Neut2","aldehyde dehydrogenase 1 family, member L1","protein-coding",5,2.229252,5,5,5,1.743892,"Promoter",NA,"Aldh1l1"
"chr6:91408050-91412150","chr6",91408050,91412150,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,61,0,61,91410692,0,24.480309,0,"intron ","intron (NM_001363757, intron 1 of 3)",1253,"NM_009527",22421,NA,"NM_009527","ENSMUSG00000030093","Wnt7a","Wnt-7a|px|tw","wingless-type MMTV integration site family, member 7A","protein-coding",5,2.501084,5,5,5,1.979225,"Promoter",NA,"Wnt7a"
"chr6:91472249-91474776","chr6",91472249,91474776,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,13,0,13,91473614,0,19.345707,0,"promoter-TSS ","promoter-TSS (NM_028766)",-89,"NM_133928",72170,NA,"NM_133928","ENSMUSG00000034203","Chchd4","2410012P20Rik|2810014D17Rik","coiled-coil-helix-coiled-coil-helix domain containing 4","protein-coding",4.711563,1.684607,3.999177,4.38426,3.036787,1.529313,"Promoter",NA,"Chchd4"
"chr6:91515200-91516799","chr6",91515200,91516799,".","MACS2|GEM|HOMER|Genrich|SICER2",5,13,1,13,91515837,0,13.993662,0,"promoter-TSS ","promoter-TSS (NM_009531)",-36,"NM_026309",67678,NA,"NM_026309","ENSMUSG00000034192","Lsm3","1010001J12Rik|2610005D18Rik|6030401D18Rik|SMX4|USS2","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated","protein-coding",3.130676,1.677849,2.954684,3.518788,1.373087,1.338578,"Promoter",NA,"Xpc"
"chr6:91683740-91686410","chr6",91683740,91686410,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,4,0,4,91684932,0,2.930899,0.00117247,"intron ","intron (NM_009320, intron 1 of 14)",1008,"NM_009320",21366,NA,"NM_009320","ENSMUSG00000030096","Slc6a6","Taut","solute carrier family 6 (neurotransmitter transporter, taurine), member 6","protein-coding",1.031184,0.460511,0.090876,0.226203,0.107196,1.014929,"Promoter",NA,"Slc6a6"
"chr6:91877430-91879660","chr6",91877430,91879660,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,10,0,10,91878338,0,16.335996,0,"intron ","intron (NM_172730, intron 1 of 10)",492,"NM_172730",232236,NA,"NM_172730","ENSMUSG00000034083","Ccdc174","C130022K22Rik","coiled-coil domain containing 174","protein-coding",3.630275,1.557421,3.184331,3.794153,2.677033,1.492783,"Promoter",NA,"Ccdc174"
"chr6:92090150-92093799","chr6",92090150,92093799,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,59,0,59,92092005,0,23.70151,0,"promoter-TSS ","promoter-TSS (NM_001347342)",-459,"NM_001347342",22026,NA,"NM_011630","ENSMUSG00000005893","Nr2c2","TAK1|Tr4|mKIAA4145","nuclear receptor subfamily 2, group C, member 2","protein-coding",5,2.033816,5,5,5,1.667694,"Promoter",NA,"Nr2c2"
"chr6:92182522-92184749","chr6",92182522,92184749,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,28,0,28,92183796,0,22.225562,0,"intron ","intron (NM_025578, intron 1 of 3)",388,"NM_025578",64658,NA,"NM_025578","ENSMUSG00000014551","Mrps25","2810429N01Rik|Rpms25","mitochondrial ribosomal protein S25","protein-coding",5,2.110143,4.486681,5,3.760112,1.868626,"Promoter",NA,"Mrps25"
"chr6:92213249-92215340","chr6",92213249,92215340,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,41,0,41,92214640,0,22.036498,0,"intron ","intron (NM_030081, intron 1 of 11)",576,"NM_030081",78287,NA,"NM_030081","ENSMUSG00000014550","Rbsn","5330426D11Rik|Zfyve20","rabenosyn, RAB effector","protein-coding",5,1.909815,4.66373,5,3.808136,1.654817,"Promoter",NA,"Rbsn"
"chr6:92478300-92481855","chr6",92478300,92481855,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,8,0,8,92480591,0,12.29126,0,"intron ","intron (NM_001081146, intron 2 of 8)",1315,"NM_001134460",243548,NA,"NM_001081146","ENSMUSG00000030020","Prickle2","6230400G14Rik|6720451F06Rik|Pk2|mpk2","prickle planar cell polarity protein 2","protein-coding",3.299321,0.282518,2.379378,3.131266,1.883925,1.314852,"Promoter",NA,"Prickle2"
"chr6:92704250-92706749","chr6",92704250,92706749,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,9,0,9,92705575,0,16.215399,0,"intron ","intron (NM_001081146, intron 1 of 8)",685,"NM_001081146",243548,NA,"NM_001081146","ENSMUSG00000030020","Prickle2","6230400G14Rik|6720451F06Rik|Pk2|mpk2","prickle planar cell polarity protein 2","protein-coding",3.738613,1.919809,2.784794,3.592684,2.352926,1.826573,"Promoter",NA,"Prickle2"
"chr6:92939365-92944200","chr6",92939365,92944200,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,28,0,28,92942177,0,23.524392,0,"intron ","intron (NR_015530, intron 1 of 2)",1200,"NR_015530",330385,NA,"NM_001002899","ENSMUSG00000097462","9530026P05Rik","B430306B02","RIKEN cDNA 9530026P05 gene","ncRNA",5,1.863637,5,5,5,1.660755,"Promoter",NA,"9530026P05Rik"
"chr6:94281000-94284907","chr6",94281000,94284907,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,27,1,27,94283493,0,23.207586,0,"intron ","CpG",964,"NM_001286784",14924,NA,"NM_010367","ENSMUSG00000045095","Magi1","AIP3|BAP1|Baiap1|Gukmi1|MAGI1c|Magi-1|TNRC19|WWP3|mKIAA4129","membrane associated guanylate kinase, WW and PDZ domain containing 1","protein-coding",5,1.826499,5,5,4.770468,1.610619,"Promoter",NA,"4930511A08Rik"
"chr6:94630500-94632349","chr6",94630500,94632349,".","MACS2|GEM|HOMER|Genrich|SICER2",5,11,3,3.67,94631419,0,1.516016,0.03047783,"intron ","intron (NM_008377, intron 3 of 18)",-25009,"NR_106008",102466992,NA,"NR_106008","ENSMUSG00000098531","Mir7041","Gm27872|mmu-mir-7041","microRNA 7041","ncRNA",0.293601,0.211071,0.111626,0.209168,0.03248,0.65807,"Intron","ENSMUST00000204645.2/16206, intron 3 of 19)","Lrig1"
"chr6:94693363-94701260","chr6",94693363,94701260,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,68,0,68,94698847,0,23.989745,0,"intron ","(TG)n|Simple_repeat|Simple_repeat",2834,"NM_001355269",16206,NA,"NM_008377","ENSMUSG00000030029","Lrig1","D6Bwg0781e|Img|LIG-1","leucine-rich repeats and immunoglobulin-like domains 1","protein-coding",5,2.110963,5,5,5,1.878782,"Promoter",NA,"Lrig1"
"chr6:95117400-95119627","chr6",95117400,95119627,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,13,0,13,95118242,0,20.547292,0,"promoter-TSS ","promoter-TSS (NR_153843)",633,"NM_001008785",243574,NA,"NM_001008785","ENSMUSG00000030031","Kbtbd8","SSEC-51|SSEC51|Takrp|mKIAA1842","kelch repeat and BTB (POZ) domain containing 8","protein-coding",5,2.130086,4.086779,4.543661,3.255036,1.53173,"Promoter",NA,"Kbtbd8os"
"chr6:95717900-95719113","chr6",95717900,95719113,".","MACS2|GEM|HOMER|Genrich|SICER2",5,13,1,13,95718477,0,14.658247,0,"intron ","CpG",340,"NM_011507",20917,NA,"NM_011507","ENSMUSG00000061838","Suclg2","D6Wsu120e|G-SCS|GTPSCS|SCS-betaG","succinate-Coenzyme A ligase, GDP-forming, beta subunit","protein-coding",3.730268,1.742368,3.702771,3.765509,0.134429,1.582902,"Promoter",NA,"Suclg2"
"chr6:96115830-96117446","chr6",96115830,96117446,".","MACS2|GEM|HOMER|Genrich|SICER2",5,4,1,4,96116701,0,2.851388,0.00140803,"intron ","intron (NM_182808, intron 2 of 4)",3484,"NM_182808",320265,NA,"NM_182808","ENSMUSG00000059187","Tafa1","C630007B19Rik|FAM19A1 TAFA-1|Fam19a1|Tafa-1","TAFA chemokine like family member 1","protein-coding",0.679614,0.327311,0.161578,0.47084,0.03248,1.179565,"Promoter",NA,"Tafa1"
"chr6:97144000-97149749","chr6",97144000,97149749,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,33,2,16.5,97147908,0,22.085286,0,"intron ","intron (NM_175313, intron 3 of 17)",2012,"NM_175313",101351,NA,"NM_175313","ENSMUSG00000035245","Eogt","A130022J15Rik|Aer61","EGF domain specific O-linked N-acetylglucosamine transferase","protein-coding",5,1.797059,4.673775,5,4.088693,1.525759,"Promoter",NA,"Eogt"
"chr6:97177584-97180156","chr6",97177584,97180156,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,46,0,46,97178894,0,23.580152,0,"intron ","CpG",254,"NM_001081111",232286,NA,"NM_001081111","ENSMUSG00000030059","Tmf1","7030402D04Rik|Gm153|Tmf1`","TATA element modulatory factor 1","protein-coding",5,1.983742,5,5,5,1.59641,"Promoter",NA,"Tmf1"
"chr6:97203881-97206243","chr6",97203881,97206243,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,42,0,42,97205375,0,23.710183,0,"intron ","intron (NM_001111106, intron 1 of 16)",585,"NM_011666",22200,NA,"NM_011666","ENSMUSG00000030061","Uba3","A830034N06Rik|Ube1c","ubiquitin-like modifier activating enzyme 3","protein-coding",5,2.135922,5,5,4.921047,1.653214,"Promoter",NA,"Uba3"
"chr6:97209900-97212574","chr6",97209900,97212574,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,30,0,30,97211306,0,23.212026,0,"intron ","intron (NM_022992, intron 1 of 2)",445,"NM_022992",65106,NA,"NM_022992","ENSMUSG00000035199","Arl6ip5","5930404D22Rik|Aip-5|Gtrap3-18|addiscin","ADP-ribosylation factor-like 6 interacting protein 5","protein-coding",5,2.095888,5,5,4.565017,1.551121,"Promoter",NA,"Arl6ip5"
"chr6:97310600-97312980","chr6",97310600,97312980,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,10,0,10,97312007,0,18.492513,0,"intron ","intron (NM_145148, intron 12 of 23)",-59033,"NM_001081157",320502,NA,"NM_001081157","ENSMUSG00000044086","Lmod3","5430424A14Rik","leiomodin 3 (fetal)","protein-coding",4.720357,1.832111,3.280814,4.071487,2.686499,1.901245,"Promoter",NA,"Frmd4b"
"chr6:97805850-97808849","chr6",97805850,97808849,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,23,0,23,97807290,0,22.39115,0,"intron ","intron (NM_001113198, intron 1 of 9)",291,"NM_001113198",17342,NA,"NM_008601","ENSMUSG00000035158","Mitf","BCC2|Bhlhe32|Gsfbcc2|Vitiligo|Wh|bw|mi|vit","melanogenesis associated transcription factor","protein-coding",5,1.815392,4.792554,5,4.234952,1.548252,"Promoter",NA,"Mitf"
"chr6:99519950-99524199","chr6",99519950,99524199,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,19,1,19,99522517,0,23.026069,0,"Intergenic","CpG-12329",-1081,"NM_001347345",108655,NA,"NM_053202","ENSMUSG00000030067","Foxp1","3110052D19Rik|4932443N09Rik","forkhead box P1","protein-coding",5,1.908073,4.985321,5,4.440988,1.691687,"Promoter",NA,"Foxp1"
"chr7:100159100-100159916","chr7",100159100,100159916,".","MACS2|GEM|HOMER|Genrich|SICER2",5,14,0,14,100159447,0,12.930238,0,"exon ","exon (NM_026010, exon 1 of 2)",231,"NM_026010",67164,NA,"NM_026010","ENSMUSG00000030725","Lipt2","2610209A20Rik","lipoyl(octanoyl) transferase 2 (putative)","protein-coding",3.17399,2.194207,3.053708,3.234741,0.063258,1.210334,"Promoter",NA,"Lipt2"
"chr7:100227100-100228120","chr7",100227100,100228120,".","MACS2|GEM|HOMER|Genrich|SICER2",5,19,0,19,100227632,0,14.39501,0,"promoter-TSS ","promoter-TSS (NM_027629)",3,"NM_027629",70974,NA,"NM_027629","ENSMUSG00000030729","Pgm2l1","4931406N15Rik|BM32A","phosphoglucomutase 2-like 1","protein-coding",3.900642,1.729921,3.571578,3.471328,0.203421,1.51812,"Promoter",NA,"Pgm2l1"
"chr7:100370780-100373140","chr7",100370780,100373140,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,39,0,39,100371951,0,23.241333,0,"promoter-TSS ","promoter-TSS (NM_028292)",-64,"NM_028292",72590,NA,"NM_028292","ENSMUSG00000030718","Ppme1","1110069N17Rik|2700017M01Rik|PME-1|Pme1","protein phosphatase methylesterase 1","protein-coding",4.871113,1.863933,5,5,5,1.506287,"Promoter",NA,"C2cd3"
"chr7:100472784-100473847","chr7",100472784,100473847,".","MACS2|GEM|HOMER|Genrich|SICER2",5,15,0,15,100473254,0,13.285528,0,"intron ","intron (NM_009464, intron 1 of 6)",324,"NM_009464",22229,NA,"NM_009464","ENSMUSG00000032942","Ucp3","Slc25a9|UCP-3","uncoupling protein 3 (mitochondrial, proton carrier)","protein-coding",3.300438,1.676277,3.075841,3.433507,0.371105,1.42836,"Promoter",NA,"Ucp3"
"chr7:100535894-100537818","chr7",100535894,100537818,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,24,0,24,100537131,0,21.031144,0,"promoter-TSS ","promoter-TSS (NM_183270)",-244,"NM_183270",68185,NA,"NM_183270","ENSMUSG00000044881","Coa4","5330414O08Rik|Chchd8|E2ig2","cytochrome c oxidase assembly factor 4","protein-coding",5,1.804091,4.523656,4.584053,3.617435,1.501909,"Promoter",NA,"Coa4"
"chr7:100582200-100584099","chr7",100582200,100584099,".","MACS2|GEM|HOMER|Genrich|SICER2",5,18,0,18,100582954,0,14.905616,0,"promoter-TSS ","promoter-TSS (NR_153427)",-19,"NM_198831",52443,NA,"NM_198831","ENSMUSG00000030706","Mrpl48","1810030E20Rik|2610028L11Rik|CGI-118|D4Ertd786e|L48mt|MRP-L48","mitochondrial ribosomal protein L48","protein-coding",4.482752,1.622756,3.459453,3.863028,0.092526,1.385101,"Promoter",NA,"Mrpl48"
"chr7:100590675-100591799","chr7",100590675,100591799,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,37,0,37,100591255,0,20.351779,0,"non-coding ","non-coding (NR_153425, exon 1 of 8)",177,"NR_153425",52443,NA,"NM_198831","ENSMUSG00000030706","Mrpl48","1810030E20Rik|2610028L11Rik|CGI-118|D4Ertd786e|L48mt|MRP-L48","mitochondrial ribosomal protein L48","protein-coding",5,2.01068,4.140449,4.522545,3.092855,1.58525,"Promoter",NA,"Mrpl48"
"chr7:100606673-100610756","chr7",100606673,100610756,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,91,2,45.5,100608317,0,23.783377,0,"promoter-TSS ","promoter-TSS (NR_003559)",-413,"NR_003559",52443,NA,"NM_198831","ENSMUSG00000030706","Mrpl48","1810030E20Rik|2610028L11Rik|CGI-118|D4Ertd786e|L48mt|MRP-L48","mitochondrial ribosomal protein L48","protein-coding",5,2.12082,5,5,5,1.662557,"Promoter",NA,"Rab6a"
"chr7:100653550-100657699","chr7",100653550,100657699,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,22,1,22,100656060,0,21.967231,0,"intron ","intron (NM_001163183, intron 2 of 7)",1341,"NM_001163186",27276,NA,"NM_013746","ENSMUSG00000030701","Plekhb1","PHR1|Phret1|evt-1","pleckstrin homology domain containing, family B (evectins) member 1","protein-coding",4.727897,1.714323,4.69189,5,4.42303,1.410091,"Promoter",NA,"Plekhb1"
"chr7:100705570-100708730","chr7",100705570,100708730,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,46,1,46,100706989,0,24.13739,0,"intron ","intron (NM_001362169, intron 1 of 8)",515,"NM_178764",319604,NA,"NM_178764","ENSMUSG00000029461","Fam168a","2610030B18Rik|B930006L02Rik|mKIAA0280","family with sequence similarity 168, member A","protein-coding",5,2.175528,5,5,5,1.961862,"Promoter",NA,"Fam168a"
"chr7:100862150-100863649","chr7",100862150,100863649,".","MACS2|GEM|HOMER|Genrich|SICER2",5,16,0,16,100863036,0,14.878298,0,"intron ","CpG",514,"NM_001358914",320100,NA,"NM_177073","ENSMUSG00000008318","Relt","E430021K24Rik|Tnfrsf19l","RELT tumor necrosis factor receptor","protein-coding",4.302245,1.637534,3.733648,3.737076,0.03248,1.435315,"Promoter",NA,"Relt"
"chr7:100924947-100933020","chr7",100924947,100933020,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,7,0,7,100930709,0,11.116806,0,"exon ","exon (NM_001081116, exon 1 of 21)",3178,"NM_001081116",207212,NA,"NM_001081116","ENSMUSG00000032875","Arhgef17","8030463K16|mKIAA0337","Rho guanine nucleotide exchange factor 17","protein-coding",3.167355,1.481158,1.263654,2.725136,1.154347,1.325156,"Promoter",NA,"Arhgef17"
"chr7:101107550-101110949","chr7",101107550,101110949,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,63,0,63,101109314,0,24.595671,0,"intron ","intron (NM_001146010, intron 1 of 19)",474,"NM_001146010",207278,NA,"NM_199012","ENSMUSG00000030691","Fchsd2","NWK1|Sh3md3|mKIAA0769","FCH and double SH3 domains 2","protein-coding",5,2.507114,5,5,5,2.088557,"Promoter",NA,"Fchsd2"
"chr7:101300840-101302949","chr7",101300840,101302949,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,39,0,39,101301869,0,23.471928,0,"intron ","CpG",194,"NM_001111111",73683,NA,"NM_001111111","ENSMUSG00000047767","Atg16l2","2410118P20Rik","autophagy related 16 like 2","protein-coding",5,1.955727,5,5,4.97998,1.536221,"Promoter",NA,"Atg16l2"
"chr7:101310000-101311449","chr7",101310000,101311449,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,25,2,12.5,101310655,0,16.027288,0,"Intergenic","Intergenic",-6362,"NM_001360460",56018,NA,"NM_019990","ENSMUSG00000030688","Stard10","CGI-52|NY-C0-28|PC-TP2|PCTP2|Pctpl|Sdccag28|SdccagG28|TISP-81","StAR related lipid transfer domain containing 10","protein-coding",3.51055,1.554385,3.524448,3.474806,2.664897,1.298202,"Distal Intergenic",NA,"Stard10"
"chr7:101320200-101323299","chr7",101320200,101323299,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,34,0,34,101321461,0,22.315708,0,"exon ","exon (NM_001360460, exon 3 of 8)",636,"NM_019990",56018,NA,"NM_019990","ENSMUSG00000030688","Stard10","CGI-52|NY-C0-28|PC-TP2|PCTP2|Pctpl|Sdccag28|SdccagG28|TISP-81","StAR related lipid transfer domain containing 10","protein-coding",5,1.938336,4.576673,5,4.331854,1.468845,"Promoter",NA,"Stard10"
"chr7:101347000-101350688","chr7",101347000,101350688,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,67,0,67,101348807,0,24.225102,0,"intron ","intron (NM_001040111, intron 1 of 33)",775,"NM_001040111",69710,NA,"NM_027180","ENSMUSG00000032812","Arap1","2410002L19Rik|Centd2|mKIAA0782","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1","protein-coding",5,2.220993,5,5,5,2.004109,"Promoter",NA,"Arap1"
"chr7:101663550-101664649","chr7",101663550,101664649,".","MACS2|GEM|HOMER|Genrich|SICER2",5,29,0,29,101663949,0,15.77829,0,"exon ","exon (NM_009191, exon 1 of 16)",348,"NM_009191",20480,NA,"NM_009191","ENSMUSG00000001829","Clpb","Skd3","ClpB caseinolytic peptidase B","protein-coding",5,1.792198,3.742189,3.818617,0.075839,1.349447,"Promoter",NA,"Clpb"
"chr7:101833700-101839453","chr7",101833700,101839453,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,81,0,81,101837316,0,24.350141,0,"exon ","exon (NM_001122739, exon 2 of 29)",1248,"NM_001122739",16332,NA,"NM_010567","ENSMUSG00000032737","Inppl1","51C|SHIP2","inositol polyphosphate phosphatase-like 1","protein-coding",5,2.173831,5,5,5,2.17631,"Promoter",NA,"Inppl1"
"chr7:101895419-101897449","chr7",101895419,101897449,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,29,2,14.5,101896572,0,17.937556,0,"5' UTR ","5' UTR (NM_027532, exon 1 of 6)",103,"NM_001291349",75430,NA,"NM_027532","ENSMUSG00000030649","Anapc15","3200002M19Rik|6330414C15Rik|APC15","anaphase promoting complex C subunit 15","protein-coding",3.752974,1.713821,3.990874,3.994471,3.111415,1.374001,"Promoter",NA,"Anapc15"
"chr7:101905050-101907099","chr7",101905050,101907099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,38,0,38,101906093,0,22.724042,0,"intron ","CpG",237,"NM_025605",66508,NA,"NM_025605","ENSMUSG00000030842","Lamtor1","2400001E08Rik|Pdro|p18","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1","protein-coding",5,1.705594,5,5,4.609156,1.409292,"Promoter",NA,"Lamtor1"
"chr7:101932659-101935199","chr7",101932659,101935199,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,31,2,15.5,101933865,0,19.717414,0,"promoter-TSS ","promoter-TSS (NM_001162974)",-72,"NM_027053",69358,NA,"NM_027053","ENSMUSG00000064307","Lrrc51","1700008D07Rik|Lrtomt","leucine rich repeat containing 51","protein-coding",4.302866,1.829986,4.228437,4.417528,3.487739,1.450858,"Promoter",NA,"Numa1"
"chr7:101969460-101972295","chr7",101969460,101972295,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,21,0,21,101970507,0,23.019244,0,"intron ","intron (NM_133947, intron 1 of 24)",1034,"NM_133947",101706,NA,"NM_133947","ENSMUSG00000066306","Numa1","6720401E04Rik|NuMA","nuclear mitotic apparatus protein 1","protein-coding",5,1.86541,5,5,4.476789,1.677045,"Promoter",NA,"Numa1"
"chr7:102064380-102066599","chr7",102064380,102066599,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,19,0,19,102065382,0,21.645803,0,"promoter-TSS ","promoter-TSS (NM_001360748)",-2,"NR_104582",102443351,NA,"NM_011644","ENSMUSG00000070425","Xntrpc","Xndr-trpc2","Xndc1-transient receptor potential cation channel, subfamily C, member 2 readthrough","protein-coding",3.99648,2.323334,4.742314,4.992624,4.086364,1.504687,"Promoter",NA,"Xndc1"
"chr7:102208198-102211771","chr7",102208198,102211771,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,51,0,51,102210150,0,24.026803,0,"promoter-TSS ","promoter-TSS (NM_001374617)",-117,"NM_001287167",269966,NA,"NM_022979","ENSMUSG00000063550","Nup98","4732457F17|Nup96","nucleoporin 98","protein-coding",5,1.852486,5,5,5,2.174317,"Promoter",NA,"Pgap2"
